index,MT_labels,clean_tweet,final_label,raw_tweet
317,"[1, 1, 0]",tryna smoke last blunt before stop smoking awhile really don wanna walk buy dutch,1,I'm tryna smoke this last blunt before I stop smoking for awhile but I really don't wanna walk to buy a Dutch /:
318,"[0, 0, 0]",coolstoryerin dope dope dope,0,@coolstoryerin dope dope dope!
319,"[1, 0, 0]",ever babysit kid smoke cigarettes,0,you ever babysit a kid and they smoke your cigarettes..?
320,"[1, 1, 1]",mulamakinmillz bouta just sell dope tbh,1,@mulamakinMillz im bouta just sell dope tbh
321,"[1, 1, 0]",come home smoke weed,1,Come home smoke weed
322,"[1, 0, 1]",just need fat blunt,1,just need a fat blunt
323,"[1, 0, 1]",wings blunt pls,1,"Wings"" a blunt plsss"
324,"[1, 1, 1]",just love smoking weed sorry,1,I JUST LOVE SMOKING WEED SORRY
325,"[0, 1, 0]",re going love dope URL,0,"YOU'RE GOING TO LOVE IT, IT'S SO DOPE... https://t.co/30jHnU9enP"
326,"[0, 0, 0]",cnn go smoke more dope,0,@CNN go smoke some more dope
327,"[1, 1, 1]",smoking on dope like 72,1,smoking on this dope like it's '72
328,"[1, 1, 1]",just wanna home already smoke blunt,1,I just wanna be home already and smoke a blunt
329,"[1, 1, 1]",want chipotle bowl blunt,1,I want a Chipotle bowl and a blunt
330,"[0, 1, 0]",dope night first time met hungot bonfire,0,We had a dope night the first time I met you and hungot with you at the bonfire
331,"[1, 1, 1]",cbsnews fuck shit bro ve smoked much dank weed in life never even got close might not smoking rn still,1,@CBSNews fuck this shit bro I've smoked so much dank weed in my life and never even got close to this.. I might not be smoking rn but still.
332,"[1, 0, 1]",down smoke blunt rn,1,But who's down to smoke a blunt rn
333,"[0, 0, 0]",fuzzys smacked oml,0,That Fuzzys smacked oml
334,"[1, 0, 0]",dope in love URL,0,So dope. In love https://t.co/14Rg5KWybB
335,"[0, 0, 0]",either acid rain URL,0,Either that or acid rain. https://t.co/F9aiULWyxE
336,"[0, 1, 1]",take shits smoke weed,1,"Take shits "" smoke weed"
337,"[1, 1, 1]",weed coffee rt hollygonightly1 go hangover remedy,1,Weed and coffee RT @HollyGoNightly1: What is your go to hangover remedy?
338,"[0, 0, 0]",shameless actually dope show sleep on,0,Shameless is actually a dope show. I was sleep on it.
339,"[1, 1, 1]",just want weed successful can,1,I just want to have my weed and be as successful as I can be
340,"[0, 1, 0]",single jameson coke should not buzzed here,0,a single jameson and coke should not have me this buzzed but here i am
341,"[1, 1, 1]",mattdpearce went on acid trip,1,@mattdpearce so you went on an acid trip?
342,"[1, 0, 1]",last night took l tonight smoke crack,1,"Last night I took and L,  but tonight I smoke crack"
343,"[0, 0, 0]",split looks dope too,0,Split looks dope too
344,"[1, 1, 0]",go gym smoke blunt,1,Go to the gym or smoke this blunt?
345,"[1, 0, 0]",just made dope ass sandwish w avocado,0,Just made myself a dope ass sandwish.. w avocado.
346,"[0, 1, 0]",get dope shit,0,So I'ma get dope as shit
347,"[0, 0, 0]",dope need URL,0,Dope!!! I need him https://t.co/hnE0ezeIYG
348,"[1, 0, 1]",honestly just want weed tacos,1,i honestly just want weed and tacos
349,"[0, 0, 0]",looks pretty dope URL,0,This looks pretty dope https://t.co/WvtISKVthQ
350,"[0, 1, 1]",shrooms lsd great mix,1,Shrooms and lsd are a great mix
351,"[0, 0, 0]",last night fucken dope,0,last night was so fucken dope!!!
352,"[0, 0, 0]",rental dope af,0,This rental dope af
353,"[1, 1, 0]",hard get fucking weed,1,Its that hard to get some fucking weed
354,"[0, 0, 0]",dope ur nope,0,"i'm so dope "" ur so nope"
355,"[0, 1, 0]",looks kinda dope URL,0,Looks kinda dope https://t.co/8vVHR7YBni
356,"[1, 1, 1]",everyday smoke weed,1,"""Everyday smoke weed"""
357,"[1, 1, 1]",luv weed,1,i luv weed
358,"[1, 0, 0]",all want smoke bowl rn,0,all i want is to smoke a bowl rn
359,"[1, 1, 1]",just want smoothie blunt,1,I just want a smoothie and a blunt
360,"[0, 0, 0]",ready dope shit tonight,0,who ready for that dope shit tonight
361,"[1, 0, 0]",all want blunt sleep cuddles,0,All I want is blunt sleep and cuddles
362,"[0, 0, 1]",just dope hubby off work,0,Just dope hubby off to work
363,"[0, 0, 0]",miss dope videos,0,I miss dope videos
364,"[1, 0, 0]",kingcleezy dope dope lol,0,@KingCleezy Dope dope lol
365,"[1, 0, 1]",dope ass night,1,Dope ass night
366,"[0, 0, 0]",should start more blunt,0,I should start being more blunt
367,"[0, 0, 1]",staying in tonight pizza beer weed,0,Staying in tonight pizza beer weed
368,"[1, 1, 0]",iliveworryfree just take acid will lol,1,"@iLiveWorryFree just take some acid, you will lol"
369,"[1, 0, 1]",would like cold drink water shot heroin show stuck watching,1,"""Would you like a cold drink of water or a shot of heroin?"" The show I'm stuck watching"
370,"[0, 0, 0]",needs get smacked frfr,0,Needs to get smacked frfr
371,"[1, 1, 1]",other k d strain fire asf still go blue dream hands down dopest dope ever smoked,1,"that other K.D strain was fire asf... but i still have to go with blue dream, hands down dopest dope i ever smoked"
372,"[1, 1, 1]",just need fat blunt massage,1,"I just need a fat blunt "" a massage :,("
373,"[0, 1, 0]",finally graduate today dope,0,I finally graduate today so that's dope
374,"[0, 0, 0]",davidcho same plus dope nap,0,@davidcho same plus it was a dope nap
375,"[1, 0, 1]",all want food weed,1,"All I want is food "" weed"
376,"[1, 0, 1]",want bubble bath blunt bed,1,"I want a bubble bath, blunt and my bed"
377,"[1, 1, 1]",fuck love weed,1,"FUCK, I LOVE WEED"
378,"[0, 0, 0]",hell nah dope URL,0,hell nah this is dope https://t.co/IfRUPNdprn
379,"[0, 0, 0]",someone go down town w take sweet pictures in dope clothes,0,someone go down town w me and take sweet pictures in dope clothes!!
380,"[1, 1, 0]",wanna throw dope party,1,Wanna throw a dope party
381,"[1, 1, 0]",just happy smokin dope,1,I just be happy smokin the dope
382,"[0, 1, 1]",just saw much weed,1,I just saw so much weed
383,"[1, 1, 1]",just want henny blunt tonight,1,I just want some henny and a blunt tonight
384,"[1, 0, 1]",just wana smoke blunt,1,I just wana smoke my blunt
385,"[1, 1, 1]",spend too much money on weed,1,I spend too much money on weed.
386,"[1, 1, 1]",foggy outside scared go get blunt,1,It's so foggy outside I'm scared to go get a blunt
387,"[0, 0, 1]",dope miss sometimes URL,0,Those are dope. I miss having them sometimes. https://t.co/thMuZd7Ot7
388,"[1, 1, 1]",need smoking blunt in bed,1,Need to be smoking a blunt in my bed
389,"[1, 1, 1]",just got done w wake bake,1,"Just got done w/ the wake "" bake"
390,"[1, 1, 1]",gonna go smoke blunt,1,Gonna go smoke a blunt
391,"[1, 0, 1]",hey pass pot bowl,1,"""hey pass the pot bowl"""
392,"[0, 0, 0]",dope catch sure,0,That was a dope catch for sure
393,"[1, 1, 1]",este smiley need smoke blunt,1,@este_smiley but need to smoke a blunt
394,"[1, 1, 1]",ever just cry smoke weed,1,You ever just cry and smoke weed?
395,"[0, 0, 0]",split dope af,0,SPLIT IS DOPE AF..
396,"[0, 0, 0]",dope couple URL,0,Dope Couple! https://t.co/w4jonqLPpP
397,"[0, 0, 1]",actually really dope thing,0,Which is actually a really dope thing to do
398,"[1, 1, 1]",done smoking last blunt,1,Im done smoking this my last blunt
399,"[1, 1, 1]",love smell weed,1,I love the smell of weed
400,"[0, 0, 0]",penetrating dope dog,0,penetrating that dope dog
401,"[1, 1, 0]",home where weed,1,Home is where the weed's @
402,"[1, 1, 1]",all want shit ton weed,1,All I want is a shit ton of weed
403,"[0, 1, 0]",school cool dope paying bills,0,School was cool but dope was paying the bills
404,"[1, 1, 1]",can just smoke blunt chill,1,can we just smoke a blunt and chill
405,"[1, 0, 1]",ummyeah just smoking blunt,1,@ummyeah_ that was just me smoking a blunt
406,"[1, 1, 1]",gonna try blunt now,1,Gonna try it as a blunt now.
407,"[1, 0, 1]",between all lsd adderall omg,1,"Between all the lsd "" adderall omg"
408,"[1, 1, 1]",just put lean on blunt,1,I just put some lean on the blunt
409,"[1, 1, 1]",just dose percocet wit strippers,1,I just did a dose of percocet's wit some strippers
410,"[0, 0, 0]",how gonna blow up in,0,How am I gonna blow up in
411,"[1, 0, 1]",takes heroin smoke break,1,*takes heroin smoke break*
412,"[0, 0, 0]",seattle dope love city,0,Seattle was dope. Love that city!
413,"[0, 1, 0]",where dope smoke,0,Where's the dope smoke @
414,"[1, 0, 0]",sprite work looks dope,0,That sprite work looks dope
415,"[0, 0, 0]",bed rest dope sucks same time,0,bed rest is dope but sucks at the same time
416,"[1, 1, 1]",wonder got weed in car,1,I wonder if I got some weed in the car
417,"[0, 1, 1]",got dope in bag,1,I got the dope in the bag
418,"[1, 1, 1]",bored trying smoke blunt,1,Bored who trying to smoke a blunt
419,"[1, 1, 1]",everyone needs trip acid least once,1,Everyone needs to trip acid at least once
420,"[1, 1, 0]",make fentanyl lollipops wtf,1,they make fentanyl lollipops wtf
421,"[1, 1, 1]",need more weed,1,I need some more weed
422,"[0, 1, 1]",just smoked blunt ur girlfriendd,1,I just smoked a blunt with ur girlfriendd
423,"[1, 1, 1]",in much need blunt,1,in much need of a blunt
424,"[1, 1, 1]",currently in need blunt,1,Currently in need of a blunt.
425,"[1, 1, 1]",back reality pass blunt,1,"Back to reality, pass the blunt."
426,"[0, 0, 0]",last picture dope URL,0,The last picture is dope https://t.co/DgtgWFr91H
427,"[0, 1, 1]",really just missing blunt,1,I really am just missing a blunt
428,"[1, 0, 1]",ericdeeter1 markkaboly stop smoking dank weed,1,@EricDeeter1 @MarkKaboly Stop smoking dank weed
429,"[1, 0, 1]",someone smells like straight up weed like didn even try hide lol,1,someone smells like straight up weed like they didn't even try to hide it lol
430,"[0, 1, 0]",try take dope pictures,0,About to try and take some dope pictures.
431,"[1, 1, 1]",well ima smoke blunt,1,Well ima smoke a blunt
432,"[1, 1, 1]",think love weed again,1,I think I love weed again ):
433,"[0, 0, 1]",go smoke blunt URL,0,Go smoke a blunt https://t.co/V2SMLjtsXA
434,"[1, 0, 1]",take sell dope,1,She take me to sell my dope
435,"[0, 1, 1]",georgiahemp love free weed,1,@GeorgiaHemp I LOVE FREE WEED
436,"[1, 1, 1]",ready bed nice blunt,1,"Ready for bed "" a nice blunt"
437,"[0, 0, 0]",big dope smoke,0,Big dope smoke
438,"[1, 1, 1]",fever work need blunt,1,i have a fever at work!!!!!!!!!!! i need a blunt :/
439,"[0, 0, 0]",brother apartment in channelside dope need life,0,My brother apartment in channelside is sooo dope. I need this life.
440,"[1, 0, 1]",got dope money in wallet,1,I got dope money in my wallet
441,"[1, 1, 1]",all cry smoke weed,1,all I do is cry and smoke weed
442,"[1, 1, 0]",meowheatherhere just smoked blunt,1,@MeowHeatherHere he just smoked a blunt
443,"[1, 1, 1]",got dope in brooklyn,1,Who got the dope in Brooklyn?
444,"[1, 0, 0]",kristi wik acid bath princess darkness,0,@Kristi_Wik the acid bath princess of darkness
445,"[0, 0, 1]",trust trump2016 quit smoking much weed,0,@trust_trump2016 Quit smoking so much weed!
446,"[0, 0, 0]",true love dope dick,0,Is it true love or dope dick?
447,"[1, 0, 0]",took dope shots city,0,He took some dope shots of my city!!
448,"[1, 1, 1]",tonight perfect night cruise backroads smoke blunt,1,tonight is a perfect night to cruise backroads and smoke a blunt.
449,"[1, 0, 0]",just want pancakes blunt,0,i just want pancakes and a blunt
450,"[0, 0, 1]",barbs hookup URL,0,barbs the hookup https://t.co/ebtMZW9dTh
451,"[0, 0, 0]",wish today strong coffee in mug sweet caramels in candy bowl URL,0,My wish for you today...  strong coffee in your mug...  sweet caramels in your candy bowl...  https://t.co/wLKvp4Ge7m
452,"[0, 0, 0]",just wanna make dope things,0,I just wanna make  dope things.
453,"[0, 0, 0]",dank coffee 10pm f k p,0,i dank coffee @10pm F^ k ME ^P
454,"[0, 0, 0]",competition cheering actually dope watch,0,Competition cheering is actually so dope to watch
455,"[1, 1, 1]",time go smoke weed,1,Time to go smoke some weed
456,"[1, 1, 1]",smoking dope u smoking cantaloupe,1,"I'm smoking dope, u smoking cantaloupe"
457,"[1, 0, 0]",miss weed,0,I miss weed
458,"[0, 0, 0]",college gonna dope,0,college is gonna be dope
459,"[0, 1, 0]",too late dope mane,0,It's Too Late To Be The Dope Mane
460,"[1, 1, 0]",wwltv half pound reggie bush r ounce bobby brown mean regular weed r strong weed strong like cush purple kind bub ect,1,"@WWLTV a half a pound of Reggie Bush r a ounce of Bobby Brown. That mean regular weed r strong weed. Strong like cush,purple,kind bub,ECT."
461,"[0, 1, 0]",stop throwing weed,0,"""Stop throwing weed at me"""
462,"[0, 0, 1]",ok now bus looks dope URL,0,Ok now bus looks dope https://t.co/jkqXU8EWax
463,"[1, 1, 1]",just need blunt bed,1,I just need a blunt and a bed
464,"[1, 1, 1]",alyssakmarino start smoking weed,1,@alyssakmarino start smoking weed!
465,"[0, 1, 0]",grapes actually dope asf,0,grapes are actually dope asf
466,"[0, 0, 0]",cinnamonelaine love dope feeling,0,"@CinnamonElaine I love it, it's a dope feeling"
467,"[0, 0, 0]",m3lbr33zy dope go here every often,0,@m3lbr33zy it's dope. I go here every so often
468,"[1, 1, 1]",vicodin breakfast not oxy tank lort anyway,1,"Vicodin for breakfast, its not oxy but tank the lort anyway"
469,"[1, 0, 1]",work weed sleep,1,work. weed. sleep.
470,"[1, 1, 1]",monicadiamond love weed cookies,1,@MonicaDiamond_ I love Weed cookies!
471,"[1, 0, 1]",just put weed in bowl,1,She just put weed in the bowl
472,"[0, 1, 1]",yet again blunt rolled since morning still don feel like smoking,1,Yet again I have a blunt rolled since this morning but still don't feel like smoking
473,"[1, 0, 1]",long day just need weed bed,1,Been a long day I just need some weed and my bed ....
474,"[0, 1, 0]",brookebirdsall dope dope,0,@brookebirdsall dope dope
475,"[1, 1, 1]",stop pills smoke weed broo,1,Stop pills smoke your weed broo
476,"[1, 1, 1]",down north smokin dope,1,DOWN NORTH SMOKIN DOPE
477,"[1, 1, 1]",just need blunt rn,1,I just need a blunt rn
478,"[0, 1, 1]",wants sell weed in lynwood,1,Who wants to sell me some weed that's in Lynwood?
479,"[1, 1, 1]",nah heroin cool URL,1,Nah heroin is cool https://t.co/96aFmKYcqu
480,"[1, 1, 1]",finally rolled blunt,1,Finally Rolled This Blunt
481,"[1, 0, 0]",looks dope nintendoamerica URL,0,Looks dope @NintendoAmerica https://t.co/S5zaRoUaP5
482,"[1, 0, 1]",josh gordonxii juliojones 11 go smoke blunt,1,@JOSH_GORDONXII @juliojones_11 go smoke a blunt
483,"[1, 1, 1]",got weed hmu,1,I got weed hmu!!!
484,"[1, 1, 1]",let go smoke blunt,1,let me go smoke this blunt
485,"[1, 1, 1]",sorry not sorry love smoking weed,1,"Sorry not sorry, I love smoking weed."
486,"[1, 1, 1]",malikrashaad pj finna smoke dope wya,1,@MalikRashaad_ me and pj Finna smoke dope Wya
487,"[0, 0, 0]",bump on forehead just won go away,0,"I have this bump on my forehead "" it just won't go away  "
488,"[0, 0, 0]",rob grindstaff dope love red text,0,@Rob_Grindstaff So dope. Love the red text.
489,"[0, 0, 0]",in love dope boy,0,I'm in love with the dope boy
490,"[1, 0, 1]",enjoy weed more when smoke,1,You enjoy the weed more when you smoke by yourself
491,"[0, 0, 0]",just gonna pray don hit black ice on way work take back roads,0,Just gonna pray I don't hit black ice On my way to work having to take back roads
492,"[0, 0, 0]",dope seeing spacex rocket take off,0,So dope seeing @SpaceX rocket take off.
493,"[1, 0, 1]",school really worth hits blunt,1,Is school really worth it  *hits blunt*
494,"[1, 1, 0]",really want try pot brownies,1,I really want to try pot brownies
495,"[1, 0, 1]",just took blunt face,1,Just took a blunt to the face
496,"[0, 0, 0]",dope time URL,0,It was a dope time. https://t.co/slduEvLTuT
497,"[1, 1, 1]",only bump bob marley when faded in room smoking fat blunt,1,only bump Bob Marley when I'm faded in my room or smoking a fat blunt
498,"[0, 1, 1]",fucking love acid,1,I fucking love acid
499,"[1, 1, 1]",lsd smoke blunts in bed,1,Lets do lsd and smoke blunts in bed?
500,"[1, 1, 1]",just gonna smoke blunt,1,So I'm just gonna smoke this blunt
501,"[0, 1, 1]",just smoked blunt boyfriend,1,i just smoked a blunt with your boyfriend
502,"[1, 1, 1]",emmablackery stop hitting blunt,1,@emmablackery stop hitting the blunt
503,"[1, 1, 1]",don drink sure ll love reefer URL,1,I don't drink but I sure is he'll love reefer  https://t.co/uUXXTEnXWq
504,"[1, 1, 1]",all want smoke weed,1,All I want to do is smoke some weed that's it
505,"[1, 0, 1]",dope smoking,1,Dope smoking ..
506,"[0, 0, 0]",realscottwolter see hooked x in lava,0,@RealScottWolter do I see a hooked x in that lava :)
507,"[1, 1, 1]",lemme go outside smoke blunt,1,Lemme go outside and smoke this blunt
508,"[1, 1, 1]",just ready roll weed,1,Just ready to roll my weed
509,"[1, 1, 1]",iusecondoms after smoke blunt,1,"@IUseCondoms after you smoke a blunt """""""
